userID,ISBN,bookRating,bookTitle,bookAuthor,yearOfPublication,imageUrlM,totalRatingCount,City,State,Country
35859,0446612790,8,2nd Chance,James Patterson,2003,http://images.amazon.com/images/P/0446612790.01.MZZZZZZZ.jpg,17,duluth,minnesota,usa
43246,0446612790,9,2nd Chance,James Patterson,2003,http://images.amazon.com/images/P/0446612790.01.MZZZZZZZ.jpg,17,toronto,ontario,canada
110934,0446612790,7,2nd Chance,James Patterson,2003,http://images.amazon.com/images/P/0446612790.01.MZZZZZZZ.jpg,17,kirkland,washington,usa
204864,0446612790,9,2nd Chance,James Patterson,2003,http://images.amazon.com/images/P/0446612790.01.MZZZZZZZ.jpg,17,simi valley,california,usa
261829,0446612790,7,2nd Chance,James Patterson,2003,http://images.amazon.com/images/P/0446612790.01.MZZZZZZZ.jpg,17,fpo,ap,usa
2276,0805063897,10,Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,2002,http://images.amazon.com/images/P/0805063897.01.MZZZZZZZ.jpg,7,niskayuna,new york,usa
23768,0805063897,5,Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,2002,http://images.amazon.com/images/P/0805063897.01.MZZZZZZZ.jpg,7,st. louis,missouri,usa
25409,0805063897,6,Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,2002,http://images.amazon.com/images/P/0805063897.01.MZZZZZZZ.jpg,7,la mesa,california,usa
142524,0805063897,8,Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,2002,http://images.amazon.com/images/P/0805063897.01.MZZZZZZZ.jpg,7,detroit,michigan,usa
270713,0805063897,8,Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,2002,http://images.amazon.com/images/P/0805063897.01.MZZZZZZZ.jpg,7,toronto,ontario,canada
3757,0807281859,9,"The Subtle Knife (His Dark Materials, Book 2)",Philip Pullman,2000,http://images.amazon.com/images/P/0807281859.01.MZZZZZZZ.jpg,9,madrid,madrid,spain
3757,8401491029,7,Misery,Stephen King,1999,http://images.amazon.com/images/P/8401491029.01.MZZZZZZZ.jpg,20,madrid,madrid,spain
39467,8401491029,8,Misery,Stephen King,1999,http://images.amazon.com/images/P/8401491029.01.MZZZZZZZ.jpg,20,barcelona,catalunya,spain
6242,006000438X,6,The Death of Vishnu: A Novel,Manil Suri,2002,http://images.amazon.com/images/P/006000438X.01.MZZZZZZZ.jpg,7,calgary,alberta,canada
6575,006000438X,9,The Death of Vishnu: A Novel,Manil Suri,2002,http://images.amazon.com/images/P/006000438X.01.MZZZZZZZ.jpg,7,seattle,washington,usa
11676,006000438X,6,The Death of Vishnu: A Novel,Manil Suri,2002,http://images.amazon.com/images/P/006000438X.01.MZZZZZZZ.jpg,7,other,other,other
89602,006000438X,5,The Death of Vishnu: A Novel,Manil Suri,2002,http://images.amazon.com/images/P/006000438X.01.MZZZZZZZ.jpg,7,honolulu,hawaii,usa
149908,006000438X,8,The Death of Vishnu: A Novel,Manil Suri,2002,http://images.amazon.com/images/P/006000438X.01.MZZZZZZZ.jpg,7,hull,england,united kingdom
6242,0060934417,7,Bel Canto: A Novel,Ann Patchett,2002,http://images.amazon.com/images/P/0060934417.01.MZZZZZZZ.jpg,7,calgary,alberta,canada
6575,0060934417,9,Bel Canto: A Novel,Ann Patchett,2002,http://images.amazon.com/images/P/0060934417.01.MZZZZZZZ.jpg,7,seattle,washington,usa
23768,0060934417,8,Bel Canto: A Novel,Ann Patchett,2002,http://images.amazon.com/images/P/0060934417.01.MZZZZZZZ.jpg,7,st. louis,missouri,usa
35859,0060934417,9,Bel Canto: A Novel,Ann Patchett,2002,http://images.amazon.com/images/P/0060934417.01.MZZZZZZZ.jpg,7,duluth,minnesota,usa
89602,0060934417,7,Bel Canto: A Novel,Ann Patchett,2002,http://images.amazon.com/images/P/0060934417.01.MZZZZZZZ.jpg,7,honolulu,hawaii,usa
95359,0060934417,9,Bel Canto: A Novel,Ann Patchett,2002,http://images.amazon.com/images/P/0060934417.01.MZZZZZZZ.jpg,7,charleston,west virginia,usa
252695,0060934417,7,Bel Canto: A Novel,Ann Patchett,2002,http://images.amazon.com/images/P/0060934417.01.MZZZZZZZ.jpg,7,lincoln,nebraska,usa
6242,0060935464,7,To Kill a Mockingbird,Harper Lee,2002,http://images.amazon.com/images/P/0060935464.01.MZZZZZZZ.jpg,19,calgary,alberta,canada
11676,0060935464,10,To Kill a Mockingbird,Harper Lee,2002,http://images.amazon.com/images/P/0060935464.01.MZZZZZZZ.jpg,19,other,other,other
31826,0060935464,10,To Kill a Mockingbird,Harper Lee,2002,http://images.amazon.com/images/P/0060935464.01.MZZZZZZZ.jpg,19,jasper,missouri,usa
6242,0060958022,6,Five Quarters of the Orange,Joanne Harris,2002,http://images.amazon.com/images/P/0060958022.01.MZZZZZZZ.jpg,10,calgary,alberta,canada
11676,0060958022,3,Five Quarters of the Orange,Joanne Harris,2002,http://images.amazon.com/images/P/0060958022.01.MZZZZZZZ.jpg,10,other,other,other
56447,0060958022,8,Five Quarters of the Orange,Joanne Harris,2002,http://images.amazon.com/images/P/0060958022.01.MZZZZZZZ.jpg,10,sturgis,michigan,usa
78973,0060958022,8,Five Quarters of the Orange,Joanne Harris,2002,http://images.amazon.com/images/P/0060958022.01.MZZZZZZZ.jpg,10,amadora,lisboa,portugal
105517,0060958022,6,Five Quarters of the Orange,Joanne Harris,2002,http://images.amazon.com/images/P/0060958022.01.MZZZZZZZ.jpg,10,calgary,alberta,canada
110934,0060958022,10,Five Quarters of the Orange,Joanne Harris,2002,http://images.amazon.com/images/P/0060958022.01.MZZZZZZZ.jpg,10,kirkland,washington,usa
209516,0060958022,10,Five Quarters of the Orange,Joanne Harris,2002,http://images.amazon.com/images/P/0060958022.01.MZZZZZZZ.jpg,10,felixstowe,suffolk,united kingdom
6242,0060987103,7,Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire,1996,http://images.amazon.com/images/P/0060987103.01.MZZZZZZZ.jpg,11,calgary,alberta,canada
6575,0060987103,9,Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire,1996,http://images.amazon.com/images/P/0060987103.01.MZZZZZZZ.jpg,11,seattle,washington,usa
7346,0060987103,7,Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire,1996,http://images.amazon.com/images/P/0060987103.01.MZZZZZZZ.jpg,11,sunnyvale,california,usa
11676,0060987103,9,Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire,1996,http://images.amazon.com/images/P/0060987103.01.MZZZZZZZ.jpg,11,other,other,other
30511,0060987103,6,Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire,1996,http://images.amazon.com/images/P/0060987103.01.MZZZZZZZ.jpg,11,culemborg,gelderland,netherlands
60244,0060987103,7,Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire,1996,http://images.amazon.com/images/P/0060987103.01.MZZZZZZZ.jpg,11,alvin,texas,usa
89602,0060987103,6,Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire,1996,http://images.amazon.com/images/P/0060987103.01.MZZZZZZZ.jpg,11,honolulu,hawaii,usa
110934,0060987103,9,Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire,1996,http://images.amazon.com/images/P/0060987103.01.MZZZZZZZ.jpg,11,kirkland,washington,usa
142524,0060987103,9,Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire,1996,http://images.amazon.com/images/P/0060987103.01.MZZZZZZZ.jpg,11,detroit,michigan,usa
162639,0060987103,5,Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire,1996,http://images.amazon.com/images/P/0060987103.01.MZZZZZZZ.jpg,11,kelso,washington,usa
225763,0060987103,5,Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire,1996,http://images.amazon.com/images/P/0060987103.01.MZZZZZZZ.jpg,11,san francisco,california,usa
6242,0140293248,5,The Girls' Guide to Hunting and Fishing,Melissa Bank,2000,http://images.amazon.com/images/P/0140293248.01.MZZZZZZZ.jpg,14,calgary,alberta,canada
6575,0140293248,8,The Girls' Guide to Hunting and Fishing,Melissa Bank,2000,http://images.amazon.com/images/P/0140293248.01.MZZZZZZZ.jpg,14,seattle,washington,usa
11676,0140293248,5,The Girls' Guide to Hunting and Fishing,Melissa Bank,2000,http://images.amazon.com/images/P/0140293248.01.MZZZZZZZ.jpg,14,other,other,other
60244,0140293248,8,The Girls' Guide to Hunting and Fishing,Melissa Bank,2000,http://images.amazon.com/images/P/0140293248.01.MZZZZZZZ.jpg,14,alvin,texas,usa
94347,0140293248,7,The Girls' Guide to Hunting and Fishing,Melissa Bank,2000,http://images.amazon.com/images/P/0140293248.01.MZZZZZZZ.jpg,14,oakland,new jersey,usa
95359,0140293248,8,The Girls' Guide to Hunting and Fishing,Melissa Bank,2000,http://images.amazon.com/images/P/0140293248.01.MZZZZZZZ.jpg,14,charleston,west virginia,usa
135149,0140293248,8,The Girls' Guide to Hunting and Fishing,Melissa Bank,2000,http://images.amazon.com/images/P/0140293248.01.MZZZZZZZ.jpg,14,ft. pierce,florida,usa
265889,0140293248,9,The Girls' Guide to Hunting and Fishing,Melissa Bank,2000,http://images.amazon.com/images/P/0140293248.01.MZZZZZZZ.jpg,14,kitchener,ontario,canada
6242,0142001430,7,Year of Wonders,Geraldine Brooks,2002,http://images.amazon.com/images/P/0142001430.01.MZZZZZZZ.jpg,7,calgary,alberta,canada
23902,0142001430,8,Year of Wonders,Geraldine Brooks,2002,http://images.amazon.com/images/P/0142001430.01.MZZZZZZZ.jpg,7,london,england,united kingdom
95359,0142001430,10,Year of Wonders,Geraldine Brooks,2002,http://images.amazon.com/images/P/0142001430.01.MZZZZZZZ.jpg,7,charleston,west virginia,usa
100906,0142001430,9,Year of Wonders,Geraldine Brooks,2002,http://images.amazon.com/images/P/0142001430.01.MZZZZZZZ.jpg,7,seattle,washington,usa
112001,0142001430,10,Year of Wonders,Geraldine Brooks,2002,http://images.amazon.com/images/P/0142001430.01.MZZZZZZZ.jpg,7,barren springs,virginia,usa
156150,0142001430,9,Year of Wonders,Geraldine Brooks,2002,http://images.amazon.com/images/P/0142001430.01.MZZZZZZZ.jpg,7,howell,new jersey,usa
225763,0142001430,7,Year of Wonders,Geraldine Brooks,2002,http://images.amazon.com/images/P/0142001430.01.MZZZZZZZ.jpg,7,san francisco,california,usa
6242,0312195516,7,The Red Tent (Bestselling Backlist),Anita Diamant,1998,http://images.amazon.com/images/P/0312195516.01.MZZZZZZZ.jpg,16,calgary,alberta,canada
6575,0312195516,8,The Red Tent (Bestselling Backlist),Anita Diamant,1998,http://images.amazon.com/images/P/0312195516.01.MZZZZZZZ.jpg,16,seattle,washington,usa
11676,0312195516,10,The Red Tent (Bestselling Backlist),Anita Diamant,1998,http://images.amazon.com/images/P/0312195516.01.MZZZZZZZ.jpg,16,other,other,other
16795,0312195516,9,The Red Tent (Bestselling Backlist),Anita Diamant,1998,http://images.amazon.com/images/P/0312195516.01.MZZZZZZZ.jpg,16,mechanicsville,maryland,usa
35859,0312195516,10,The Red Tent (Bestselling Backlist),Anita Diamant,1998,http://images.amazon.com/images/P/0312195516.01.MZZZZZZZ.jpg,16,duluth,minnesota,usa
60244,0312195516,7,The Red Tent (Bestselling Backlist),Anita Diamant,1998,http://images.amazon.com/images/P/0312195516.01.MZZZZZZZ.jpg,16,alvin,texas,usa
68555,0312195516,10,The Red Tent (Bestselling Backlist),Anita Diamant,1998,http://images.amazon.com/images/P/0312195516.01.MZZZZZZZ.jpg,16,bad axe,michigan,usa
95359,0312195516,7,The Red Tent (Bestselling Backlist),Anita Diamant,1998,http://images.amazon.com/images/P/0312195516.01.MZZZZZZZ.jpg,16,charleston,west virginia,usa
129716,0312195516,9,The Red Tent (Bestselling Backlist),Anita Diamant,1998,http://images.amazon.com/images/P/0312195516.01.MZZZZZZZ.jpg,16,tallahassee,florida,usa
189835,0312195516,9,The Red Tent (Bestselling Backlist),Anita Diamant,1998,http://images.amazon.com/images/P/0312195516.01.MZZZZZZZ.jpg,16,honolulu,hawaii,usa
190925,0312195516,8,The Red Tent (Bestselling Backlist),Anita Diamant,1998,http://images.amazon.com/images/P/0312195516.01.MZZZZZZZ.jpg,16,hobe sound,florida,usa
200226,0312195516,8,The Red Tent (Bestselling Backlist),Anita Diamant,1998,http://images.amazon.com/images/P/0312195516.01.MZZZZZZZ.jpg,16,burlington,ontario,canada
204864,0312195516,10,The Red Tent (Bestselling Backlist),Anita Diamant,1998,http://images.amazon.com/images/P/0312195516.01.MZZZZZZZ.jpg,16,simi valley,california,usa
261829,0312195516,9,The Red Tent (Bestselling Backlist),Anita Diamant,1998,http://images.amazon.com/images/P/0312195516.01.MZZZZZZZ.jpg,16,fpo,ap,usa
264321,0312195516,8,The Red Tent (Bestselling Backlist),Anita Diamant,1998,http://images.amazon.com/images/P/0312195516.01.MZZZZZZZ.jpg,16,toronto,ontario,canada
270713,0312195516,10,The Red Tent (Bestselling Backlist),Anita Diamant,1998,http://images.amazon.com/images/P/0312195516.01.MZZZZZZZ.jpg,16,toronto,ontario,canada
6242,0312243022,8,The Hours : A Novel,Michael Cunningham,2000,http://images.amazon.com/images/P/0312243022.01.MZZZZZZZ.jpg,8,calgary,alberta,canada
6575,0312243022,7,The Hours : A Novel,Michael Cunningham,2000,http://images.amazon.com/images/P/0312243022.01.MZZZZZZZ.jpg,8,seattle,washington,usa
11676,0312243022,7,The Hours : A Novel,Michael Cunningham,2000,http://images.amazon.com/images/P/0312243022.01.MZZZZZZZ.jpg,8,other,other,other
46398,0312243022,10,The Hours : A Novel,Michael Cunningham,2000,http://images.amazon.com/images/P/0312243022.01.MZZZZZZZ.jpg,8,san antonio,texas,usa
69078,0312243022,9,The Hours : A Novel,Michael Cunningham,2000,http://images.amazon.com/images/P/0312243022.01.MZZZZZZZ.jpg,8,new york,new york,usa
95359,0312243022,10,The Hours : A Novel,Michael Cunningham,2000,http://images.amazon.com/images/P/0312243022.01.MZZZZZZZ.jpg,8,charleston,west virginia,usa
110934,0312243022,9,The Hours : A Novel,Michael Cunningham,2000,http://images.amazon.com/images/P/0312243022.01.MZZZZZZZ.jpg,8,kirkland,washington,usa
6242,0312291639,5,The Nanny Diaries: A Novel,Emma McLaughlin,2003,http://images.amazon.com/images/P/0312291639.01.MZZZZZZZ.jpg,15,calgary,alberta,canada
11676,0312291639,9,The Nanny Diaries: A Novel,Emma McLaughlin,2003,http://images.amazon.com/images/P/0312291639.01.MZZZZZZZ.jpg,15,other,other,other
16795,0312291639,9,The Nanny Diaries: A Novel,Emma McLaughlin,2003,http://images.amazon.com/images/P/0312291639.01.MZZZZZZZ.jpg,15,mechanicsville,maryland,usa
36606,0312291639,10,The Nanny Diaries: A Novel,Emma McLaughlin,2003,http://images.amazon.com/images/P/0312291639.01.MZZZZZZZ.jpg,15,san marcos,california,usa
216683,0312291639,8,The Nanny Diaries: A Novel,Emma McLaughlin,2003,http://images.amazon.com/images/P/0312291639.01.MZZZZZZZ.jpg,15,san jose,california,usa
249894,0312291639,8,The Nanny Diaries: A Novel,Emma McLaughlin,2003,http://images.amazon.com/images/P/0312291639.01.MZZZZZZZ.jpg,15,duncansville,pennsylvania,usa
6242,0345417941,7,The Cider House Rules,John Irving,1997,http://images.amazon.com/images/P/0345417941.01.MZZZZZZZ.jpg,10,calgary,alberta,canada
6242,0375705856,5,Plainsong (Vintage Contemporaries),KENT HARUF,2000,http://images.amazon.com/images/P/0375705856.01.MZZZZZZZ.jpg,8,calgary,alberta,canada
6575,0375705856,8,Plainsong (Vintage Contemporaries),KENT HARUF,2000,http://images.amazon.com/images/P/0375705856.01.MZZZZZZZ.jpg,8,seattle,washington,usa
60244,0375705856,7,Plainsong (Vintage Contemporaries),KENT HARUF,2000,http://images.amazon.com/images/P/0375705856.01.MZZZZZZZ.jpg,8,alvin,texas,usa
69078,0375705856,8,Plainsong (Vintage Contemporaries),KENT HARUF,2000,http://images.amazon.com/images/P/0375705856.01.MZZZZZZZ.jpg,8,new york,new york,usa
89602,0375705856,5,Plainsong (Vintage Contemporaries),KENT HARUF,2000,http://images.amazon.com/images/P/0375705856.01.MZZZZZZZ.jpg,8,honolulu,hawaii,usa
135149,0375705856,6,Plainsong (Vintage Contemporaries),KENT HARUF,2000,http://images.amazon.com/images/P/0375705856.01.MZZZZZZZ.jpg,8,ft. pierce,florida,usa
190925,0375705856,7,Plainsong (Vintage Contemporaries),KENT HARUF,2000,http://images.amazon.com/images/P/0375705856.01.MZZZZZZZ.jpg,8,hobe sound,florida,usa
252695,0375705856,8,Plainsong (Vintage Contemporaries),KENT HARUF,2000,http://images.amazon.com/images/P/0375705856.01.MZZZZZZZ.jpg,8,lincoln,nebraska,usa
6242,0375707972,8,The Reader,Bernhard Schlink,1999,http://images.amazon.com/images/P/0375707972.01.MZZZZZZZ.jpg,10,calgary,alberta,canada
11676,0375707972,9,The Reader,Bernhard Schlink,1999,http://images.amazon.com/images/P/0375707972.01.MZZZZZZZ.jpg,10,other,other,other
16795,0375707972,5,The Reader,Bernhard Schlink,1999,http://images.amazon.com/images/P/0375707972.01.MZZZZZZZ.jpg,10,mechanicsville,maryland,usa
35859,0375707972,6,The Reader,Bernhard Schlink,1999,http://images.amazon.com/images/P/0375707972.01.MZZZZZZZ.jpg,10,duluth,minnesota,usa
46398,0375707972,8,The Reader,Bernhard Schlink,1999,http://images.amazon.com/images/P/0375707972.01.MZZZZZZZ.jpg,10,san antonio,texas,usa
95359,0375707972,6,The Reader,Bernhard Schlink,1999,http://images.amazon.com/images/P/0375707972.01.MZZZZZZZ.jpg,10,charleston,west virginia,usa
264321,0375707972,4,The Reader,Bernhard Schlink,1999,http://images.amazon.com/images/P/0375707972.01.MZZZZZZZ.jpg,10,toronto,ontario,canada
265889,0375707972,8,The Reader,Bernhard Schlink,1999,http://images.amazon.com/images/P/0375707972.01.MZZZZZZZ.jpg,10,kitchener,ontario,canada
270713,0375707972,6,The Reader,Bernhard Schlink,1999,http://images.amazon.com/images/P/0375707972.01.MZZZZZZZ.jpg,10,toronto,ontario,canada
6242,0375726403,7,Empire Falls,Richard Russo,2002,http://images.amazon.com/images/P/0375726403.01.MZZZZZZZ.jpg,14,calgary,alberta,canada
7346,0375726403,8,Empire Falls,Richard Russo,2002,http://images.amazon.com/images/P/0375726403.01.MZZZZZZZ.jpg,14,sunnyvale,california,usa
11676,0375726403,7,Empire Falls,Richard Russo,2002,http://images.amazon.com/images/P/0375726403.01.MZZZZZZZ.jpg,14,other,other,other
16795,0375726403,4,Empire Falls,Richard Russo,2002,http://images.amazon.com/images/P/0375726403.01.MZZZZZZZ.jpg,14,mechanicsville,maryland,usa
89602,0375726403,6,Empire Falls,Richard Russo,2002,http://images.amazon.com/images/P/0375726403.01.MZZZZZZZ.jpg,14,honolulu,hawaii,usa
95359,0375726403,9,Empire Falls,Richard Russo,2002,http://images.amazon.com/images/P/0375726403.01.MZZZZZZZ.jpg,14,charleston,west virginia,usa
112001,0375726403,9,Empire Falls,Richard Russo,2002,http://images.amazon.com/images/P/0375726403.01.MZZZZZZZ.jpg,14,barren springs,virginia,usa
142524,0375726403,10,Empire Falls,Richard Russo,2002,http://images.amazon.com/images/P/0375726403.01.MZZZZZZZ.jpg,14,detroit,michigan,usa
204864,0375726403,9,Empire Falls,Richard Russo,2002,http://images.amazon.com/images/P/0375726403.01.MZZZZZZZ.jpg,14,simi valley,california,usa
225763,0375726403,7,Empire Falls,Richard Russo,2002,http://images.amazon.com/images/P/0375726403.01.MZZZZZZZ.jpg,14,san francisco,california,usa
6242,038542017X,7,"Like Water for Chocolate : A Novel in Monthly Installments with Recipes, Romances, and Home Remedies",LAURA ESQUIVEL,1995,http://images.amazon.com/images/P/038542017X.01.MZZZZZZZ.jpg,8,calgary,alberta,canada
11676,038542017X,8,"Like Water for Chocolate : A Novel in Monthly Installments with Recipes, Romances, and Home Remedies",LAURA ESQUIVEL,1995,http://images.amazon.com/images/P/038542017X.01.MZZZZZZZ.jpg,8,other,other,other
46398,038542017X,9,"Like Water for Chocolate : A Novel in Monthly Installments with Recipes, Romances, and Home Remedies",LAURA ESQUIVEL,1995,http://images.amazon.com/images/P/038542017X.01.MZZZZZZZ.jpg,8,san antonio,texas,usa
56271,038542017X,7,"Like Water for Chocolate : A Novel in Monthly Installments with Recipes, Romances, and Home Remedies",LAURA ESQUIVEL,1995,http://images.amazon.com/images/P/038542017X.01.MZZZZZZZ.jpg,8,leeds,england,united kingdom
76626,038542017X,9,"Like Water for Chocolate : A Novel in Monthly Installments with Recipes, Romances, and Home Remedies",LAURA ESQUIVEL,1995,http://images.amazon.com/images/P/038542017X.01.MZZZZZZZ.jpg,8,london,england,united kingdom
